system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,irrStatus,masterid,nirrcapcl,nirrcapscl,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,2,4,
2_0000a96e6774915facd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0,48317,2,4,
2_000026f3d7dbf9cb7a19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0,48165,2,4,
2_00003d6719b35caa25f7,,,,,,,,194423.22845458984,,,,,,,,,,1848973.6905598957,26797.605471143535,2256.0586547851562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768789.03113152,,,,,,,,,,,,,,,,,,,,,2017,0,48445,2,4,
2_000093a7147aa922964e,,,,,,,,80402.12487792969,19529.636962890625,5257.870178222656,,,,,751.1197509765625,,,1479077.0426635742,27028.680419921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137520.8419189453,,,,,,,,,,,,,,,,,,,,,2017,0,48501,2,4,
2_0000deb4c577c7b48248,,,,,,,,267952.86181640625,11968.449829101562,,,,,,,,,2781660.312317134,14121.348706054687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105449.30859375,,,,,,,,,,,,,,,,,,,,,,,,,,168346.86346435547,,,,,,,,,,,,,,,,,,,,,2017,0,48079,2,4,
2_00008dc7b72eb2e5f6fc,,,,,,,,160102.15747429343,8904.150390625,,,,,,,,,385956.8592529297,1486744.741442871,744.3108520507812,745.155517578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221760.05950927734,,,,,,,,,,,,,,,,,,,,,,,,,,406779.4302368164,,,,,,,,,,,,,,,,,,,,,2017,0,48017,2,4,
2_00005c9fcd733134b855,,,,,,,,368832.6788330078,4457.842834472656,,,,,,,1487.281005859375,,6693.76806640625,6993165.337898763,743.6451416015625,3719.3903198242188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88470.51202392578,,,,,,,,,,,,,,,,,,,,,,,,,,1031253.2063033758,,,,,,,,,,,,,,,,,,,,,2017,0,48279,2,4,
2_00004c232b965f7502dc,,,,,,,,282653.6516723633,11193.173522949219,,,,,,1491.700927734375,,,1519506.0496711284,1135702.4821590648,4475.4854736328125,20139.14727783203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.717529296875,,,,,,,,,,,,,,,,,,,,,,,,,,582770.7852754481,,,,,,,,,,,,,,,,,,,,,2017,0,48219,2,4,
