system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,irrStatus,masterid,nirrcapcl,nirrcapscl,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,0,5,4,
2_0000a96e6774915facd9,,,,,,,,2274.4542236328125,,756.8237915039062,,,,,3029.0896606445312,,,8337.614624023438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.0557250976562,,,129093.599056947,,,,,,,,,,,,,,,,,,,,,2017,1,48317,5,4,
2_000026f3d7dbf9cb7a19,,,,,,,,6793.268981933594,,,,,,,,,,21142.319396972656,7558.204895019531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142649.361328125,,,,,,,,,,,,,,,,,,,,,2017,1,48165,5,4,
2_00003d6719b35caa25f7,,,,,,,,6008.3389892578125,751.1809692382812,,,,,,,,,9761.695068359375,6011.688232421875,,1502.6068115234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.945068359375,,,,,,,,,,,,,,,,,,,,,,,,,,135183.1561279297,,,,,,,,,,,,,,,,,,,,,2017,1,48445,5,4,
2_000093a7147aa922964e,,,,,,,,1502.2962036132812,,,,,,,,,,4507.638427734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17291.66668701172,,,,,,,,,,,,,,,,,,,,,2017,1,48501,5,4,
2_0000deb4c577c7b48248,,,,,,,,2239.799560546875,,,,,,,,,,6721.987365722656,5227.4375,,2985.9522705078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61223.66278076172,,,,,,,,,,,,,,,,,,,,,2017,1,48079,5,4,
2_00008dc7b72eb2e5f6fc,,,,,,,,4458.0654296875,744.5772094726562,,,,,,,,,6708.5294189453125,26784.963500976562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7438.412292480469,,,,,,,,,,,,,,,,,,,,,,,741.5906982421875,,,261789.02600576362,,,,,,,,,,,,,,,,,,,,,2017,1,48017,5,4,
2_00005c9fcd733134b855,,,,,743.9213256835938,,,43117.476135253906,,,,,,,,742.3282470703125,,1488.6903076171875,189237.83079618565,,745.4766235351562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14403.52219286152,,,,,,,,,,,,,,,,,,,,,,,,,,1342859.569417557,,,,,,,,,,,,,,,,,,,,,2017,1,48279,5,4,
2_00004c232b965f7502dc,,,,,747.1347045898438,,,20187.024841308594,1494.4910888671875,,,,,,,,,31432.10418701172,75466.0659790039,,746.7003173828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990.9441528320312,,,,,,,,,,,,,,,,,,,,,,,,,,255726.55364990234,,,,,,,,,,,,,,,,,,,,,2017,1,48219,5,4,
2_0000a5036e08c587b48d,,,,,,,,15604.058044433594,,,,,,,,,,2230.8283081054688,89517.84813017004,,1488.765380859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0703735351562,,,,,,,,,,,,,,,,,,,,,,,741.70751953125,,,1326842.8688981598,,,,,,,,,,,,,,,,,,,,,2017,1,48189,5,4,
2_000051aefd125c63c857,,,,,,,,25169.879150390625,,,,,,,,,,5926.078308105469,440650.53515625,,13305.228332519531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22957.27313232422,,,,,,,,,,,,,,,,,,,,,,,741.2002563476562,,,2013113.8241919423,,,,,,,,,,,,,,,,,,,,,2017,1,48069,5,4,
