StateAbbrev,fips5,year,drylandAg,pasture,activeIrr_acres,cumLoss_drylandAg_acres,cumLoss_pasture_acres
CO,08125,2018,48.64235330746674,43.37309581934906,305959.2892488732,48.64235330746674,43.37309581934906
CO,08125,2019,113.52270779723023,32.2839138208313,305813.48262725514,162.16506110469697,75.65700964018036
CO,08125,2020,52.5864686215918,48.285635416179204,305712.61052321736,214.75152972628877,123.94264505635957
CO,08125,2021,132.19179466253908,23.38739858391449,305557.0313299709,346.9433243888278,147.33004364027406
CO,08125,2022,80.56187184875367,56.14037835492096,305420.3290797672,427.5051962375815,203.470421995195
CO,08125,2023,65.85219150306457,88.8975233926001,305265.5793648716,493.3573877406461,292.36794538779515
CO,08125,2024,42.038712017898256,40.68939950904083,305182.8512533446,535.3960997585443,333.05734489683596
CO,08125,2025,89.55271950991303,83.05963211353394,305010.2389017212,624.9488192684573,416.1169770103699
CO,08125,2026,84.34042871322235,43.20924819174896,304882.6892248162,709.2892479816798,459.32622520211885
CO,08125,2027,140.04975385746064,59.80917764559082,304682.8302933132,849.3390018391403,519.1354028477097
CO,08125,2028,72.91343817760468,65.54548869539215,304544.3713664402,922.252440016745,584.6808915431018
CO,08125,2029,146.00071178170137,49.02500514299835,304349.34564951545,1068.2531517984464,633.7058966861002
CO,08125,2030,96.5188157678534,65.50875236845185,304187.31808137917,1164.7719675662997,699.2146490545521
CO,08125,2031,129.60966788829225,88.7773099471753,303968.9311035437,1294.381635454592,787.9919590017273
CO,08125,2032,132.72875764330843,57.065623632995916,303779.1367222674,1427.1103930979004,845.0575826347233
CO,08125,2033,123.50012426730042,51.87242074738342,303603.7641772527,1550.6105173652008,896.9300033821066
CO,08125,2034,91.21211110362184,64.69693572084839,303447.8551304282,1641.8226284688228,961.626939102955
CO,08125,2035,123.22477340421204,104.27643467756317,303220.3539223465,1765.0474018730347,1065.9033737805182
CO,08125,2036,158.65643595673768,130.8431440162195,302930.8543423735,1923.7038378297725,1196.7465177967376
CO,08125,2037,189.621518615606,149.3341327429654,302591.89869101497,2113.3253564453785,1346.0806505397031
CO,08125,2038,78.31892639872864,89.05443015083802,302424.5253344654,2191.6442828441072,1435.1350806905411
CO,08125,2039,144.7912168376727,74.04245822291016,302205.6916594048,2336.4354996817797,1509.1775389134514
CO,08125,2040,203.9963525913608,66.49250535073304,301935.20280146267,2540.4318522731405,1575.6700442641843
CO,08125,2041,227.4329938747803,110.49760575015534,301597.27220183774,2767.864846147921,1686.1676500143396
CO,08125,2042,340.5659505448194,110.52007726830934,301146.18617402465,3108.4307966927404,1796.6877272826491
CO,08125,2043,334.49948649222324,144.13514958515626,300667.55153794726,3442.9302831849636,1940.8228768678052
CO,08125,2044,254.89559457436903,159.29540638211793,300253.36053699075,3697.8258777593323,2100.118283249923
CO,08125,2045,358.0746629467755,207.84622259540834,299687.43965144857,4055.900540706108,2307.9645058453316
CO,08125,2046,356.7811901803275,250.3771679844559,299080.2812932838,4412.681730886436,2558.3416738297874
CO,08125,2047,459.7235303158878,231.87209427270997,298388.6856686952,4872.405261202323,2790.2137681024974
