StateAbbrev,fips5,year,drylandAg,pasture,active,lossDrylandAg,lossPasture,currentIrr_20152017_acres,totalLostDrylandAg,totalLostPasture,percentLost_drylandAg,percentLost_pasture
TX,48079,2064,372.1691763602185,224.98453475261263,65461.88517182576,32234.38744889028,4495.48624782511,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2065,252.63425342387148,195.78702697838258,65013.463891423504,32487.021702314152,4691.273274803492,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2066,246.67641909113098,101.66028354694932,64665.127188785424,32733.698121405283,4792.933558350442,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2067,414.12385982817415,126.8676534556778,64124.13567550157,33147.82198123346,4919.80121180612,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2068,308.30159522650973,162.9354155723993,63652.89866470266,33456.12357645997,5082.736627378519,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2069,291.29087837991665,162.64241682664516,63198.9653694961,33747.41445483988,5245.379044205164,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2070,181.2305299843164,116.67941132515168,62901.05542818663,33928.6449848242,5362.058455530316,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2071,260.02797153551455,88.76519898182404,62552.262257669296,34188.67295635972,5450.82365451214,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2072,183.32496997462587,72.26788691428891,62296.669400780374,34371.99792633434,5523.091541426428,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2073,227.06638166340883,113.76735004238098,61955.835669074586,34599.06430799775,5636.85889146881,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2074,162.40886596191987,53.434648916334,61739.992154196334,34761.47317395967,5690.293540385143,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2075,233.02751001559693,83.0157501175003,61423.948894063236,34994.50068397527,5773.309290502644,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2076,185.03112291677064,160.05215913498026,61078.86561201148,35179.53180689204,5933.361449637624,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2077,146.38156822988526,21.246921185598755,60911.237122596,35325.91337512192,5954.608370823223,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2078,150.6054168836395,109.01389705076187,60651.6178086616,35476.51879200556,6063.622267873985,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2079,243.50299279567935,73.95111226408936,60334.16370360183,35720.02178480124,6137.573380138074,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2080,238.7952482847049,112.10531280990968,59983.26314250722,35958.81703308594,6249.678692947984,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2081,179.66740815485048,86.35680122990814,59717.238933122455,36138.4844412408,6336.035494177891,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2082,113.19818827262787,112.01764197838868,59492.02310287144,36251.68262951342,6448.053136156281,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2083,173.43527778547394,49.73776488586884,59268.8500602001,36425.117907298896,6497.790901042149,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2084,109.53037320913636,64.35078107060181,59094.96890592036,36534.64828050804,6562.141682112751,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2085,136.54640993034639,112.22531778911713,58846.1971782009,36671.19469043838,6674.366999901868,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2086,60.55129716295615,69.83187428120895,58715.81400675673,36731.74598760134,6744.198874183077,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2087,81.6263721813083,68.97471063930665,58565.21292393612,36813.37235978265,6813.173584822384,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2088,134.41077524169307,50.69278811121277,58380.109360583214,36947.783135024336,6863.866372933597,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2089,134.8429640126175,39.038753010148014,58206.22764356044,37082.626099036956,6902.905125943745,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2090,237.10018929226442,38.29433023945801,57930.83312402872,37319.72628832922,6941.1994561832025,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2091,144.837644214704,19.424224889447938,57766.57125492457,37464.563932543926,6960.6236810726505,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2092,115.50953277577088,55.32338499028992,57595.73833715851,37580.07346531969,7015.94706606294,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2093,85.80870149793525,22.262600061190177,57487.667035599385,37665.88216681763,7038.209666124131,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2094,87.8388709783833,27.745607853984986,57372.08255676702,37753.721037796015,7065.955273978116,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2095,79.59959181437836,24.601986367008667,57267.88097858563,37833.32062961039,7090.557260345125,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2096,91.86112573491913,17.571813055726015,57158.44803979499,37925.181755345315,7108.129073400851,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2097,95.00628925871918,37.359281601397704,57026.08246893487,38020.18804460403,7145.488355002248,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2098,99.4735413486908,47.55159526339295,56879.05733232279,38119.66158595272,7193.039950265641,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2099,62.40027582144837,26.262144990684817,56790.39491151065,38182.06186177417,7219.302095256326,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48079,2100,86.13434404873261,14.959896072469178,56689.30067138945,38268.196205822904,7234.261991328795,102191.75886854115,38268.196205822904,7234.261991328795,0.37447438648209275,0.07079105077969061
TX,48111,2018,2591.333611706709,2108.582124750174,287751.02163615497,2591.333611706709,2108.582124750174,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2019,2907.4741239572627,1944.088355393452,282899.45915680425,5498.8077356639715,4052.6704801436263,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2020,2670.923932252645,1434.5336385125481,278794.001586039,8169.731667916616,5487.204118656175,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2021,2432.2538444487577,1707.6879531083587,274654.0597884819,10601.985512365374,7194.892071764532,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2022,2772.681387935059,1450.0922092306007,270431.28619131626,13374.666900300434,8644.984280995133,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2023,2628.800322400912,1698.6211361642677,266103.8647327511,16003.467222701345,10343.6054171594,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2024,2829.6299422196334,1525.7118109331848,261748.52297959826,18833.09716492098,11869.317228092586,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2025,2970.921742969836,1612.4163635332754,257165.18487309516,21804.018907890815,13481.733591625862,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2026,3500.0047601738675,1653.6174975815613,252011.56261533973,25304.02366806468,15135.351089207423,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2027,3669.170191636114,1441.9046239652873,246900.48779973833,28973.193859700797,16577.25571317271,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2028,3980.7034563239204,1307.1972784817847,241612.58706493262,32953.89731602472,17884.452991654496,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2029,4396.523544526281,1243.8514350800608,235972.2120853263,37350.420860551,19128.304426734554,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2030,4518.496164978162,1347.4381070674667,230106.27781328064,41868.91702552916,20475.742533802022,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2031,3869.4760134294347,1225.9963074362736,225010.80549241495,45738.393038958595,21701.738841238297,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2032,3611.511268483686,1134.3245047244216,220264.96971920686,49349.90430744228,22836.063345962717,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2033,3790.4116635762634,1548.7389525087017,214925.81910312187,53140.31597101854,24384.80229847142,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2034,3165.4917586553584,1280.1737755477523,210480.15356891876,56305.8077296739,25664.97607401917,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2035,3290.5103346448486,1481.7202898115945,205707.92294446233,59596.31806431875,27146.696363830764,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
